지점,일시,평균 이산화탄소(CO2) 배경대기농도(ppm),평균 메탄(CH4) 배경대기농도(ppm),평균 아산화질소(N2O) 배경대기농도(ppm),평균 염화불화탄소11(CFC11) 배경대기농도(ppm),평균 염화불화탄소12(CFC12) 배경대기농도(ppm),평균 염화불화탄소113(CFC113) 배경대기농도(ppm),평균 육불화황(SF6) 배경대기농도(ppm)
132,2014-05-11,,1936.2,,237.4,529.9,73.1,9.6
132,2014-05-12,,,,,533.9,75.3,9.6
132,2014-05-13,,,,,548.5,,10.6
132,2014-05-14,,,,251.3,532.4,77.3,10
132,2014-05-15,,1946.6,326.2,,530.9,,9.5
132,2014-05-16,,1944,327.4,255.2,534,,9
132,2014-05-17,,1972.9,327.6,254.5,538.5,,9.8
132,2014-05-18,,1948.4,327.6,248,533,,10
132,2014-05-19,,1938.2,325.6,246.3,526.8,,9.8
132,2014-05-20,,1945.8,,229,515.2,81.1,9
132,2014-05-21,,1912.2,326.1,233.8,514.9,81.1,9.2
132,2014-05-22,,1946.5,326.3,250,527.9,73.3,9.5
132,2014-05-23,,1935.7,,244,529.3,74.3,10.2
132,2014-05-24,,1947.7,327.2,239.7,523.6,71.7,10.2
132,2014-05-25,,1939.5,,237.9,521.5,71.4,9.4
132,2014-05-26,,1948.5,328.2,233.8,519.8,71.7,9.7
132,2014-05-27,,,,,537.3,,9.8
132,2014-05-28,,,329,262.4,,,10.2
132,2014-05-29,,,,263.8,553.7,,9.4
132,2014-05-30,,1934.8,,247,521.1,71.9,9.3
132,2014-05-31,,1973.4,329.5,204.2,479.3,64.6,9.6
132,2014-06-01,,1967.6,,199.2,477.4,64.1,9.5
132,2014-06-02,,1941.6,,,489.7,66.2,
132,2014-06-03,,1937.8,326.7,237.4,521.4,71.7,10.1
132,2014-06-04,,1913.8,326.4,237.8,522,72.5,9.3
132,2014-06-05,,1954.6,,236.8,520.6,,9.8
132,2014-06-06,,1930.8,,236.5,518.4,72.2,8.1
132,2014-06-07,,1906,,234,515.9,71.4,9.7
132,2014-06-08,,1903,324.3,235,517.3,71.9,10.3
132,2014-06-09,,1944.6,326.9,243.7,517.2,72.3,9.8
132,2014-06-10,,,,252.9,523.5,71.3,9.6
132,2014-06-11,,1953,328,238.4,521.2,71.5,
132,2014-06-12,,1925.9,325.9,243.6,522.4,71.9,9.5
132,2014-06-13,,1963.5,327.6,265.9,523.8,71.8,9.3
132,2014-06-14,,1950,,250.7,521.8,71.8,9.7
132,2014-06-15,,1961.6,327.5,255.9,521.6,71.9,9.5
132,2014-06-16,,,,,521,71.5,9.7
132,2014-06-17,,,330.3,,528.1,73.6,10.1
132,2014-06-18,,,,255.6,526.1,73.7,10.2
132,2014-06-19,,1935.5,,245.3,520.1,,10
132,2014-06-20,,,326.7,247.2,522.9,72,9.4
132,2014-06-21,,,,255.7,522.9,,
132,2014-06-22,,,324.9,242.3,522.1,72.3,
132,2014-06-23,,,323.6,243.7,523.2,72.6,
132,2014-06-24,,1941,323.5,262.5,521.3,72.5,10.1
132,2014-06-25,,1957.1,,260.1,523,73.6,10
132,2014-06-26,,,326.2,249.1,525.9,75.3,10.2
132,2014-06-27,,1920.8,324.8,236.6,519.8,73,9.8
132,2014-06-28,,1933.1,,245.9,522.7,72.6,9.3
132,2014-06-29,,,324.3,,520.7,71.4,8.6
132,2014-06-30,,,325.5,245,521.8,71.1,9.2
132,2014-07-01,,,,251.3,519.7,,9.1
132,2014-07-02,,,323.7,241.2,522.3,72.5,10
132,2014-07-03,,,,254.3,527.1,74.9,9.9
132,2014-07-04,,,,249.4,527.1,72.7,
132,2014-07-05,,,325.5,240.5,519.2,72,
132,2014-07-06,,,,239.1,520.1,72.3,
132,2014-07-07,,,,237.2,518.8,72.4,10.3
132,2014-07-08,,,325,233.8,,,9.3
132,2014-07-09,,,,239.9,522.8,,9.7
132,2014-07-10,,1886.2,,268.5,524.8,,10.2
132,2014-07-11,,,,258.3,524.1,73.1,9.9
132,2014-07-12,,,326,,529.2,72.9,10
132,2014-07-13,,,324.2,250.7,521,71.9,9.4
132,2014-07-14,,,325.9,256.4,524.7,,10.2
132,2014-07-15,,,,248.9,529.1,74.7,10.1
132,2014-07-16,,,324.4,239.3,519.1,72.2,9.8
132,2014-07-17,,1892.6,,233.9,520,71.7,9.1
132,2014-07-18,,1851.4,323.6,232.4,517.4,71.7,9
132,2014-07-19,,,,232,517.8,72.2,8.7
132,2014-07-20,,,,232.7,518.5,72.4,9.1
132,2014-07-21,,1850.8,,237.4,516.9,71.8,9.1
132,2014-07-22,,,,231.2,518.4,72.6,8.8
132,2014-07-23,,,,231.9,518.8,71.6,8.9
132,2014-07-24,,,,232.4,519.6,,8.7
132,2014-07-25,,1894.1,325.7,232.4,516.1,72.1,8.9
132,2014-07-26,,1935.9,,243.5,522.1,72.4,9.5
132,2014-07-27,,,326.1,,524.8,,10.1
132,2014-07-28,,,,258.6,526.9,,9.7
132,2014-07-29,,,,239.9,518.3,72,9.7
132,2014-07-30,,1913.1,,226.9,514.6,72.2,9.8
132,2014-07-31,,,,234.3,521.5,71.9,9.5
132,2014-08-01,,1914.7,326.5,,517.7,73,10.1
132,2014-08-02,,1875.6,324.1,233.5,521.6,71.7,9.5
132,2014-08-03,,,,233.5,513.7,70.4,
132,2014-08-04,,1933.8,325.8,236.8,524.6,73.2,10.2
132,2014-08-05,,1915.4,329.5,,521.6,72.6,9.4
132,2014-08-06,,,324.4,,527.7,,9.8
132,2014-08-07,,,,,,,9.4
132,2014-08-08,,,,,,,9.4
132,2014-08-09,,,,,,,9.3
132,2014-08-10,,,324.5,,,,10.6
132,2014-08-11,,,325.2,231.1,508.3,72.8,9.2
132,2014-08-12,,,325.6,229.1,514.1,61.8,9.9
132,2014-08-13,,,327.7,,524,72.4,10.5
132,2014-08-14,,,323.7,,524.7,71.9,
132,2014-08-15,,,325.6,,524.2,73.5,
132,2014-08-16,,,,,524.6,72.8,
132,2014-08-17,,,,,526,79.7,10.2
132,2014-08-18,,,324.6,,526,,9
132,2014-08-19,,,323.6,,,,9
132,2014-08-20,,1928.6,324,,,,8.8
132,2014-08-21,,,,,,,10.2
132,2014-08-22,,,325.2,,,,10.5
132,2014-08-23,,,,,,,10.2
132,2014-08-24,,,328,,,,9.3
132,2014-08-26,,,325.3,221.1,,,
132,2014-08-27,,,,245.1,,,
132,2014-08-28,,,326.3,,,,
132,2014-08-30,,,,,,,10
132,2014-08-31,,,324.6,,,,9.7
132,2014-09-01,,,325.6,,,,9.7
132,2014-09-02,,,,,,,9.8
132,2014-09-03,,1947.9,324.5,,,,10
132,2014-09-04,,1921.7,,,,,8.9
132,2014-09-05,,1956.8,323.2,,,,9.1
132,2014-09-06,,1969.2,,,,,10.6
132,2014-09-07,,,325.3,,,,10.1
132,2014-09-08,,1962.7,324.8,,,,10.1
132,2014-09-09,,1956.6,,,,,9
132,2014-09-10,,1969.8,,,,,9.2
132,2014-09-11,,,,,,,9.1
132,2014-09-12,,,323.7,,,,
132,2014-09-13,,,325.2,,,,
132,2014-09-14,,1977.2,324.9,,,,10.4
132,2014-09-15,,,324.2,,,,9.2
132,2014-09-16,,,,,,,9.7
132,2014-09-17,,1959.1,,,,,9.8
132,2014-09-18,,,324.7,,,,
132,2014-09-20,,1968.3,,,,,
132,2014-09-21,,1952.1,,,,,10.1
132,2014-09-22,,,,,,,9.8
132,2014-09-23,,1978.7,323.2,,,,10
132,2014-09-24,,1944.4,,,,,10.8
132,2014-09-25,,1987.8,324.7,,,,9.7
132,2014-09-26,,1977.7,,,,,10.1
132,2014-09-27,,1966.1,323.9,,,,9.8
132,2014-09-28,,1986.6,,,,,9.1
132,2014-09-30,,,,,,,9.5
132,2014-10-01,,1980,,,,,9.8
132,2014-10-02,,1946,324,,,,9.9
132,2014-10-03,401.2,1971.2,,,,,9.4
132,2014-10-04,,1974.3,323.2,,,,8.4
132,2014-10-05,398,1947.8,,194.4,,63.2,9.2
132,2014-10-06,,1935.4,,218.5,473.9,63.6,9.5
132,2014-10-07,,1941,,,,66,9.1
132,2014-10-08,,1948,,,,74.5,8.7
132,2014-10-09,,,,248.1,522.7,72.3,
132,2014-10-10,,1968.8,324.4,,,72.2,9.5
132,2014-10-11,,1953.1,,239.4,518.7,71.6,9.3
132,2014-10-12,,1941.5,324.3,,,,10.1
132,2014-10-13,,1960.7,326.2,211.9,512.4,,9.2
132,2014-10-14,,1946.3,,239.8,519.8,71.5,9.5
132,2014-10-15,,1935,325.1,238,518.6,71.3,9.1
132,2014-10-16,403.1,1940.5,,236.7,520.5,71.7,9.3
132,2014-10-17,399.9,1942,324.9,236.6,519.7,71.8,9.3
132,2014-10-18,400.8,1952.1,325.3,237.3,519,71.7,9.1
132,2014-10-19,401.4,,324.5,242,522.4,72,
132,2014-10-20,,1918.2,324.7,238,522.1,72.2,9.8
132,2014-10-21,,1955.9,,242.1,522.7,72.1,10
132,2014-10-22,402.6,1967.6,323.7,240.8,520.2,71.9,
132,2014-10-23,,1976.6,324,237.8,520.3,71.6,
132,2014-10-24,,1969.2,325.5,240.4,523.5,72.1,9.5
132,2014-10-25,,1952.9,,239.5,519.9,72,9.5
132,2014-10-26,402.5,1947.4,,238.4,519.4,71.3,9.5
132,2014-10-27,403.5,1939.8,,239.4,516.8,70.8,8.9
132,2014-10-28,,1981.6,325.4,239.2,522,70.5,9
132,2014-10-29,,,326.9,245.7,526.1,71.2,
132,2014-10-31,,,,239.3,521,71.6,
132,2014-11-01,,1961.5,324,240.1,520.1,71.6,10
132,2014-11-02,,1954.7,324,235.5,523.7,71.6,9.1
132,2014-11-03,401.9,1930.2,,231.2,517.6,72.3,9
132,2014-11-04,,1951.5,324.1,244.1,520.8,,9.2
132,2014-11-05,,1971.9,325.5,234.4,514.5,74,9.1
132,2014-11-06,,1989.2,326.9,238.2,512.2,75,8.9
132,2014-11-07,,1934.2,,230.7,511.2,73.2,9.1
132,2014-11-13,,1993.8,,209,483.3,,6.6
132,2014-11-14,,1971.3,,244.1,538.2,72.1,7.8
132,2014-11-15,,1948.4,,231.7,513.7,,9.2
132,2014-11-16,,1960.6,,232.1,514.9,72,9.5
132,2014-11-17,,1959.6,,237.8,516.2,72.9,9.7
132,2014-11-18,,1953.2,,235.1,512.8,,9.2
132,2014-11-19,,1965.8,,,516.2,74.5,
132,2014-11-20,,1980.6,326.9,249.8,,68.3,
132,2014-11-21,,1968.2,,238.4,523.1,,
132,2014-11-22,,1980.1,324.6,234.7,516.2,71.6,
132,2014-11-23,,,326.8,,539,,
132,2014-11-24,,,,243,504.4,,
132,2014-11-25,403.6,,,,517.2,79.9,9.4
132,2014-11-26,,1978.1,,,521.5,72.3,9.7
132,2014-11-27,,1961.4,,240.3,,72.8,9.3
132,2014-11-28,,1978.1,,240.6,523.8,72.8,9.6
132,2014-11-29,,1954.3,,234.3,510.7,,9.4
132,2014-11-30,,1980.4,,235.8,522.2,70.7,
132,2014-12-01,,1939.1,,245.4,,70.8,8.8
132,2014-12-02,407,1939.9,,228.8,506.4,69.2,8.7
132,2014-12-03,405.9,1952.7,,226.8,,,9
132,2014-12-04,407.7,1966.9,,,,,
132,2014-12-05,,1946.9,,,,,8.9
132,2014-12-06,406.5,1958.5,,,,,8.8
132,2014-12-07,,1981.8,,231.1,,71.4,9.1
132,2014-12-08,403.8,1954.2,324.2,,,,8.2
132,2014-12-09,,1963.9,,,,70.3,9.2
132,2014-12-10,,1963.5,,,,75.4,8.4
132,2014-12-11,,1969.2,,220.4,489.3,,8.8
132,2014-12-12,,1960.4,323.5,,,,8.9
132,2014-12-13,409.5,1965.3,,,,,8.7
132,2014-12-14,409.5,1970,,233.6,515.2,,8.5
132,2014-12-15,406.6,1968.7,,234.3,514.2,,9.1
132,2014-12-16,,1964.9,,235.3,523.5,72.4,8.7
132,2014-12-17,,1956,,220.3,,,8.6
132,2014-12-18,409.7,1937.4,,234.8,515.2,74.7,8.8
132,2014-12-19,,1979.1,,,,,8.5
132,2014-12-20,408.4,1963.7,323.5,221.5,502.7,76.6,8.7
132,2014-12-21,405.1,1986.5,,225.2,508.6,,8.9
132,2014-12-22,408.1,1966.7,,,,,8.8
132,2014-12-23,407.7,1972,,,,,9
132,2014-12-24,,1949.8,,225.6,,,9
132,2014-12-25,410.8,1943.9,,221.3,497.1,69,8.9
132,2014-12-26,,1968.8,,,,,8.8
132,2014-12-27,,,324.1,,484.4,,
132,2014-12-28,,1981.1,324.1,,,,
132,2014-12-29,,,325.8,218.5,485.8,,
132,2014-12-30,406,,,240.9,,,9.3
132,2014-12-31,411,1953.7,,231.4,517.5,,9.1
132,2015-01-01,,1961.2,,232.5,,65.3,8.6
132,2015-01-02,,1961.1,,,,,8.9
132,2015-01-03,,1967.3,,,,,8.9
132,2015-01-04,409.7,1982.2,,,,,8.8
132,2015-01-05,,,327.7,,,,9.3
132,2015-01-06,408.4,1952.6,,242.9,,,
132,2015-01-07,407.3,1949.5,,,,,
132,2015-01-08,,1953.3,,,,75.2,8.9
132,2015-01-09,,1961.8,,,,,8.7
132,2015-01-10,409.7,1943.7,330.2,,,,8.9
132,2015-01-11,411.3,1957.3,328.6,,,,8.9
132,2015-01-12,,1973.5,,,,,8.9
132,2015-01-13,,1995.6,,,,,8.4
132,2015-01-14,409.6,,,,,,8.4
132,2015-01-15,411,1989.1,,,,67,8.6
132,2015-01-16,,,332.3,,,,8.9
132,2015-01-17,406,1962.1,,,,75.6,8.8
132,2015-01-18,410.4,1958.6,329.3,,,,8.8
132,2015-01-19,407.7,1998.4,,,,74.9,9.1
132,2015-01-20,,1980.5,,,,,8.8
132,2015-01-21,,,330.1,,,60.5,8.6
132,2015-01-22,411.4,1976.7,328.9,,,,8.8
132,2015-01-23,,1961.1,328.9,,,60.1,8.9
132,2015-01-24,,1975.1,329.7,,,60.4,9
132,2015-01-25,411.6,1999.4,,,,60.6,9.1
132,2015-01-26,,1988.2,325.7,,,60.6,9.2
132,2015-01-27,,1970.5,,,,62.7,8.8
132,2015-01-28,,1965.9,328.5,,,64.5,8.9
132,2015-01-29,,,,,,64.4,8.6
132,2015-01-30,408.6,,,,,64.7,8.9
132,2015-01-31,408.5,1951.2,,,,66.1,8.9
132,2015-02-01,410.5,1952,,,,66.4,8.7
132,2015-02-02,,1964.7,330.7,218.2,507.2,66.4,9.1
132,2015-02-03,,1960.2,330.1,218.8,506.8,69.3,9.5
132,2015-02-04,,,,226.4,516.4,69.4,9.1
132,2015-02-05,,,329.5,218.9,510.8,69.7,9.4
132,2015-02-06,409.5,1955.2,328.9,219.6,511,69.3,9.2
132,2015-02-07,410.8,1981.6,,230.3,527.2,73.2,9.2
132,2015-02-08,407.7,1954.2,328.7,230,525.8,72.9,9.1
132,2015-02-09,,1957,,230.6,529.1,72.9,9.1
132,2015-02-10,,,331.1,241.8,536.1,73.1,9.6
132,2015-02-11,,,332.3,235.3,535.7,74.2,9.5
132,2015-02-12,407.3,1940.1,329.9,228.2,523.3,72.7,9.1
132,2015-02-13,408.8,1952.7,330.8,227.8,534.1,74,9.2
132,2015-02-14,411.1,1959.6,331,232.5,534.6,74.4,9.3
132,2015-02-15,,,,235.7,538.8,74.6,9.7
132,2015-02-16,,1996.5,332.6,234,540.3,74.5,
132,2015-02-17,,,,233.8,541.7,74.3,9.1
132,2015-02-18,,1990.2,329.4,236.5,545.6,74.7,9.5
132,2015-02-19,410.3,1942.1,,231.7,538.3,73.9,9
132,2015-02-20,,1992,,239.1,546.4,75.2,
132,2015-02-21,,1964.9,330.5,234.6,539.3,74.1,9.2
132,2015-02-22,409.5,1937.2,330.4,233.8,535.5,73.5,9.3
132,2015-02-23,410.4,1958.1,330.5,233,538.6,73.6,8.7
132,2015-02-24,,1954,329.5,232.9,537.7,73.8,9
132,2015-02-25,,1961,330.6,236,542.4,75.2,9.3
132,2015-02-26,410.7,1952.2,327.6,232.1,542.4,74.4,8.8
132,2015-02-27,412,1946.7,328,234.1,543.3,74.3,9
132,2015-02-28,,1991.6,,237.5,547.9,74.9,
132,2015-03-01,413.2,1961,331.1,234.1,543,74.7,9.3
132,2015-03-02,412.6,1960,328.5,234.6,542.7,75,9.2
132,2015-03-03,412.7,1965.2,,234.5,542.8,74.7,9.3
132,2015-03-04,410.4,1957.8,,232.4,541.2,74.9,8.8
132,2015-03-05,,1976.3,,236.9,545.6,76.6,9.3
132,2015-03-06,,1983.4,332.5,,548.9,77.5,9.6
132,2015-03-07,,1946.4,,234.1,542.3,76.5,9.6
132,2015-03-08,,,,238.4,545,77,9.4
132,2015-03-09,412.2,1962.1,,233.3,539.8,76.1,9.2
132,2015-03-10,409.5,1946.7,,229.6,533.3,74.1,9
132,2015-03-11,410.5,1932.7,330.3,232,538.9,74.6,9.2
132,2015-03-12,407.6,1933.9,332.4,231.5,532.8,74.7,9
132,2015-03-13,,1971.3,,,547.9,76.4,9.1
132,2015-03-14,410,1939.3,,232.2,542.8,76.3,9.2
132,2015-03-15,,1967.3,,230.5,528,76.5,9.4
132,2015-03-16,,,332.4,236,543.3,76.6,
132,2015-03-17,,1961.7,,237.3,538.7,77.8,9.9
132,2015-03-18,,,,236.2,543.1,,
132,2015-03-19,,1969.1,,,542.2,74.6,9.8
132,2015-03-20,,1971.9,,235.6,540.2,75,9.7
132,2015-03-21,,1984.1,,243,547,76.1,9.9
132,2015-03-22,,1966.6,,213,531.2,68.4,9
132,2015-03-23,408.1,1928.1,,226.8,527.3,74.2,8.9
132,2015-03-24,408.8,1932,325.1,226,523.5,74.2,9.1
132,2015-03-25,409.1,1931.7,,231.7,536,73.9,8.9
132,2015-03-26,410.2,1930.7,325,232.5,529.1,74.4,8.9
132,2015-03-27,409,1931.3,327.6,235,533.3,74.8,9.2
132,2015-03-28,,1933.8,,244.6,541.6,77.8,9.3
132,2015-03-29,,1938.8,331,241.4,543.1,77.6,8.9
132,2015-03-30,,,,,,78.9,
132,2015-03-31,,,,,554.8,,
132,2015-04-01,,,,,550.4,72.9,
132,2015-04-02,,1979.5,327.5,224.5,509.1,76.9,9.5
132,2015-04-03,413.8,1948.8,,226.5,521.4,73.7,9.3
132,2015-04-04,,1966.3,,230.4,537.8,75.6,9.5
132,2015-04-05,,1984.6,,229.6,519.3,71.5,
132,2015-04-06,,1969.5,,233.8,507.4,69.9,9
132,2015-04-07,411.4,1936.5,,220.7,515.7,70.8,9
132,2015-04-08,,1947,,225.9,519.2,72.2,9.5
132,2015-04-09,,1941.7,,224.9,519.2,71.3,9.4
132,2015-04-10,,1951.2,329.1,233.8,528,71.9,9.1
132,2015-04-11,412.9,1940.3,,235.5,527,72.3,9.5
132,2015-04-12,,1978.7,,237.2,520.7,70.8,9.3
132,2015-04-13,409,1931.1,327.7,225.3,513.7,70.5,9.4
132,2015-04-14,,1938,331.1,230,518.2,71.2,
132,2015-04-15,,,327.3,221.9,506.2,69.9,9.8
132,2015-04-16,,,329.8,224,518,71.7,9.1
132,2015-04-17,409.1,1925.3,,222.4,511.6,70,8.6
132,2015-04-18,411.3,1947,,225.1,516.7,71.1,9.3
132,2015-04-19,,1976.2,,229.5,517.6,71.4,
132,2015-04-20,,1976,,228.4,510,69.9,
132,2015-04-21,412.6,1937.1,,230.7,503.1,68.9,9.2
132,2015-04-22,,1959.3,,229.9,504.7,69.6,9.2
132,2015-04-23,410.1,1983.4,330.4,234,524.4,72.2,9.7
132,2015-04-24,,1943.3,330.1,,530.4,,
132,2015-04-25,,,331,228.9,521,71.8,9.3
132,2015-04-26,,1943.8,,230.2,517.6,72.6,9
132,2015-04-27,411.8,1942,328.5,231,515.4,72.2,9.5
132,2015-04-28,,1921.2,328.4,220.8,507.6,70.3,9.5
132,2015-04-29,,1941.6,329.9,226.9,513.2,70.8,9.5
132,2015-04-30,,1946.5,,225,510.8,69.5,
132,2015-05-01,,,,226.6,512.2,70.4,
132,2015-05-02,,,329.8,228.2,508.8,69.8,
132,2015-05-03,,,332.7,232.3,514,,9.9
132,2015-05-04,,,,224.9,508.7,69.7,8.9
132,2015-05-05,,,328.4,219.1,517.3,,8.8
132,2015-05-06,,,327.9,225.8,510.4,66.6,9
132,2015-05-07,,1930.9,328.2,229.8,509.3,70.6,
132,2015-05-08,,,,222.1,502.1,69.7,9.3
132,2015-05-09,408.1,1923.3,327,217.2,501.5,69.2,9
132,2015-05-10,,1945.2,327.6,,503.8,69.8,9.2
132,2015-05-11,,1934.1,330.9,223.8,505.6,69.6,9.1
132,2015-05-12,,1988.1,326.9,224.5,508.3,67.5,9.3
132,2015-05-13,410.5,1975.7,326.9,218,503,67.2,9
132,2015-05-14,412.1,1961.9,327.6,208.6,512.4,66.8,9
132,2015-05-15,,,328.9,238.4,512.9,,9.3
132,2015-05-16,410.8,1936.8,327.5,217.9,498.8,67.8,8.9
132,2015-05-17,,1944.2,328.2,234,490.9,67.3,9.1
132,2015-05-18,,1965.8,,209,485.9,67.1,9.3
132,2015-05-19,409.9,1932.6,,209.6,491.3,66.1,9.3
132,2015-05-20,,1953.7,331.2,226.5,484.1,69,9.2
132,2015-05-21,409.7,1929.5,327.9,233.7,492.2,69.5,8.9
132,2015-05-22,408.9,1920,327.2,232.4,495.9,67.5,8.9
132,2015-05-23,,1920.5,,230.9,498.6,71.5,8.9
132,2015-05-24,409.2,1913.8,327.7,229.1,497.6,67.5,8.9
132,2015-05-25,407.8,1914.3,,220.9,502.4,67.5,9.3
132,2015-05-26,407.4,1914.2,326.2,239.6,515.2,69,8.9
132,2015-05-27,,1930.5,326,243.6,515.2,73.8,9.5
132,2015-05-28,,1948.1,325.9,241.1,514.9,73.5,9.2
132,2015-05-29,405.9,1911.3,328.4,238.9,516.1,71.8,9.2
132,2015-05-30,,1916.4,328.5,238.2,516.4,72,9.1
132,2015-05-31,409.7,1930,328.2,253.7,517.2,,9.1
132,2015-06-01,,1950.3,326.8,251.8,519.8,72.2,9.2
132,2015-06-02,409.5,1937,328.1,241.8,519.8,72.1,
132,2015-06-03,,1935.1,,246.9,539.4,72.9,9.3
132,2015-06-04,,1970,,251.5,533.7,73.4,8.9
132,2015-06-05,406.6,1932.6,,242.4,527.8,73.1,9.7
132,2015-06-06,404.6,1936,326.7,239.4,525.1,72.9,
132,2015-06-07,404.7,1945.5,329.2,243.4,535.6,73.7,
132,2015-06-08,,1942.5,,240.9,531.6,73.8,
132,2015-06-09,406.2,1923.8,326.9,245.8,532.7,73.9,
132,2015-06-10,,,,251.3,532,,
132,2015-06-11,,,327.6,,530.2,72.7,
132,2015-06-12,,,331.5,,520.9,,
132,2015-06-13,407.2,,332.4,244.6,519.3,73.7,9.7
132,2015-06-14,,,329.1,250.6,537,75.1,9.6
132,2015-06-15,,,,245.5,526.9,73.8,9.9
132,2015-06-16,406.7,,,246.6,520.5,73.4,9.9
132,2015-06-17,,,331.8,,521.2,73,
132,2015-06-18,,,332.3,,521.4,73.3,9.3
132,2015-06-19,,,330.5,245,518.2,72.5,7.9
132,2015-06-20,408.1,,,251.4,517.7,72.5,8.4
132,2015-06-21,,,332.1,251.3,520,73.5,
132,2015-06-22,,,330.5,249.7,516.4,72.2,
132,2015-06-23,,,330.3,249.5,516.1,72.5,9.5
132,2015-06-24,,,329.2,247.7,514.5,73.3,9.5
132,2015-06-25,,,330.3,248.2,513.9,72.3,9.7
132,2015-06-26,,1953.9,,244.9,515.3,72,9.3
132,2015-06-27,,,328.3,,513.6,71.3,
132,2015-06-28,,,330.2,239.9,513.5,71.3,
132,2015-06-29,,1940.1,331.2,234.9,512.8,71.1,
132,2015-06-30,,1936.1,,,,,
132,2015-07-01,,1948.7,,,,,
132,2015-07-08,,,,,511.8,,
132,2015-07-09,,,,231.9,509.5,70.3,
132,2015-07-10,,,,233.6,511.6,71,
132,2015-07-11,,,,233.9,517.8,71.3,
132,2015-07-12,,1919.1,,225.6,510,71.1,
132,2015-07-13,,1953.8,,240.5,524.4,74.8,
132,2015-07-14,,,,248.9,532.2,,
132,2015-07-15,,,,,523.1,,
132,2015-07-16,,,329.4,230.2,513.3,70.7,
132,2015-07-17,,,327.5,230.8,512.8,71.5,
132,2015-07-18,400.3,,328.7,238.3,515,71.3,
132,2015-07-19,,,331.1,236.5,513.7,71.3,
132,2015-07-20,,,330.6,240.4,512.8,,
132,2015-07-21,,,325.9,230.3,513.9,74.2,
132,2015-07-22,,1933.1,,235.4,506.9,,
132,2015-07-23,400.8,,326.1,237.5,518.1,71.5,
132,2015-07-24,402.5,,324.3,233.6,513.3,71.1,
132,2015-07-25,,,,231.1,510.3,,9
132,2015-07-26,,,324.4,232.5,512.1,69.3,9.2
132,2015-07-27,,,,229.3,504.8,,8.7
132,2015-07-28,,1885.7,,236.4,513.1,,8.9
132,2015-07-29,,,,243,519.3,69.9,8.7
132,2015-07-30,,1910.2,,239,518.5,,8.7
132,2015-07-31,,1888.4,,237.7,514.8,,9.4
132,2015-08-01,,1877.6,,237.3,516,69,8.2
132,2015-08-02,,,,227,503.4,69.5,8.7
132,2015-08-03,401.1,,,233.7,505.7,,9.4
132,2015-08-04,401.1,,,232.3,512.2,71.4,9.2
132,2015-08-05,401.2,,,232.9,511.9,71.4,9.6
132,2015-08-06,,1867.7,,234.1,513.1,71.4,9.3
132,2015-08-07,,,,238.7,513.6,,10
132,2015-08-08,,1865.6,,237.3,512.4,,9.6
132,2015-08-09,,,,233.1,510.8,71.6,9
132,2015-08-10,,1884.9,,232.7,512.2,70.5,9
132,2015-08-11,,1864.6,,,517.2,71.6,9.6
132,2015-08-12,,,,,516.7,71.1,9.4
132,2015-08-13,,,,,517.1,70.1,9.4
132,2015-08-14,,,,,519.5,70.8,10.6
132,2015-08-15,,,,,523.5,,10.1
132,2015-08-16,,,,,524.1,70.9,10.5
132,2015-08-17,,,,,517.5,69.9,
132,2015-08-18,,,,,518.8,68.8,11.8
132,2015-08-19,,,,243,517.9,69.4,11.6
132,2015-08-20,,1936.8,,240.2,516.6,69.8,10.3
132,2015-08-21,,1927.9,,239.7,516,70.4,10.2
132,2015-08-22,397.3,,330,,520,72.2,10.2
132,2015-08-23,,,330.9,,520.4,69.9,9.9
132,2015-08-24,,,331.8,,522.9,70.7,10.2
132,2015-08-25,,1950.5,328.9,239.6,520.2,70.5,9.7
132,2015-08-26,,1912.8,329.6,238.5,518.6,70.7,8.8
132,2015-08-27,,1936.3,331.7,238.8,519.9,70.8,10.1
132,2015-08-28,,1945.8,,,,,9.6
132,2015-08-29,,1946.4,330.3,,,,9.5
132,2015-08-30,,,330,,,,9.8
132,2015-08-31,,,327.4,,533.2,,9.9
132,2015-09-01,,,332.4,,526.7,71.8,10.5
132,2015-09-02,,,331.2,,524.7,71.8,10.6
132,2015-09-03,,1977.6,330.2,,522.8,71.8,10.3
132,2015-09-04,,,329.5,,524,71.5,10.2
132,2015-09-05,,,,,516.7,71.8,9.9
132,2015-09-06,399.4,,329.5,241.9,522.3,71.8,11.5
132,2015-09-07,,1982.9,324.9,239.9,522.7,71.2,10.2
132,2015-09-08,,,329.6,235.4,517.6,70.9,10.1
132,2015-09-09,396.8,1973.5,328.3,,516.8,70.1,10
132,2015-09-10,398.2,1954.8,327.8,236.1,517.6,70.1,9.8
132,2015-09-11,402.1,,329.9,,521.2,70.9,10.2
132,2015-09-12,,1956.8,,239.7,514.8,70.7,9.4
132,2015-09-13,,1963.8,326,237.8,514.9,70,9.3
132,2015-09-14,,1969.5,,237,512.6,69.4,9.9
132,2015-09-15,,1986.9,,233.2,511.8,69.3,9.9
132,2015-09-16,,1977.8,,232,512.9,69.2,9.3
132,2015-09-17,,1967.9,,234.8,,70.3,
132,2015-09-18,,1978.1,,240.5,515.8,,
132,2015-09-19,,1943,328.1,236.2,517.5,71.7,9.1
132,2015-09-20,403.6,1981.9,,,,,9.7
132,2015-09-21,,1955.3,329.7,,,,9.5
