지점,일시,평균 오존전량(DU)
132,2018-04-21,326.9
132,2018-04-22,-999
132,2018-04-23,-999
132,2018-04-24,346.9
132,2018-04-25,350.6
132,2018-04-26,371.2
132,2018-04-27,394.8
132,2018-04-28,359.3
132,2018-04-29,347.4
132,2018-04-30,339.7
132,2018-05-01,350.5
132,2018-05-02,346.9
132,2018-05-03,435.8
132,2018-05-04,396.1
132,2018-05-05,347.9
132,2018-05-06,-999
132,2018-05-07,326.1
132,2018-05-08,331.1
132,2018-05-09,349
132,2018-05-10,329.2
132,2018-05-11,323.6
132,2018-05-12,-999
132,2018-05-13,387.8
132,2018-05-14,346
132,2018-05-15,323.9
132,2018-05-16,-999
132,2018-05-17,-999
132,2018-05-18,310.3
132,2018-05-19,305.9
132,2018-05-20,312.6
132,2018-05-21,309
132,2018-05-22,294.2
132,2018-05-23,312
132,2018-05-24,333.3
132,2018-05-25,331.8
132,2018-05-26,343.4
132,2018-05-27,310.8
132,2018-05-28,311.9
132,2018-05-29,337.2
132,2018-05-30,352.5
132,2018-05-31,363.2
132,2018-06-01,348.5
132,2018-06-02,324.6
132,2018-06-03,327.2
132,2018-06-04,318
132,2018-06-05,333.2
132,2018-06-06,343.1
132,2018-06-07,320
132,2018-06-08,309.3
132,2018-06-09,300.4
132,2018-06-10,327.2
132,2018-06-11,365.2
132,2018-06-12,387.1
132,2018-06-13,361.8
132,2018-06-14,371.5
132,2018-06-15,380.3
132,2018-06-16,335.9
132,2018-06-17,316.2
132,2018-06-18,325.5
132,2018-06-19,305.9
132,2018-06-20,327.5
132,2018-06-21,344.6
132,2018-06-22,334.7
132,2018-06-23,346.3
132,2018-06-24,344.6
132,2018-06-25,319.1
132,2018-06-26,-999
132,2018-06-27,308.9
132,2018-06-28,-999
132,2018-06-29,337.3
132,2018-06-30,333.9
132,2018-07-01,-999
132,2018-07-02,322.1
132,2018-07-03,290.7
132,2018-07-04,294.9
132,2018-07-05,313.8
132,2018-07-06,340.6
132,2018-07-07,315.5
132,2018-07-08,307.9
132,2018-07-09,-999
132,2018-07-10,283.5
132,2018-07-11,276.9
132,2018-07-12,282.5
132,2018-07-13,285.2
132,2018-07-14,286.1
132,2018-07-15,287.6
132,2018-07-16,282.6
132,2018-07-17,280.2
132,2018-07-18,285
132,2018-07-19,292.4
132,2018-07-20,288.9
132,2018-07-21,289.9
132,2018-07-22,270.9
132,2018-07-23,275.5
132,2018-07-24,281.2
132,2018-07-25,287.3
132,2018-07-26,290.7
132,2018-07-27,290.5
132,2018-07-28,294.7
132,2018-07-29,298.2
132,2018-07-30,282.3
132,2018-07-31,287.4
132,2018-08-01,291.3
132,2018-08-02,288.1
132,2018-08-03,289.7
132,2018-08-04,288.2
132,2018-08-05,290.1
132,2018-08-06,290.4
132,2018-08-07,292.4
132,2018-08-08,292
132,2018-08-09,285.5
132,2018-08-10,296.5
132,2018-08-11,296.9
132,2018-08-12,284.4
132,2018-08-13,270.3
132,2018-08-14,271.2
132,2018-08-15,274.7
132,2018-08-16,283.9
132,2018-08-17,293.1
132,2018-08-18,296.2
132,2018-08-19,285.7
132,2018-08-20,285
132,2018-08-21,296.2
132,2018-08-22,279.9
132,2018-08-23,-999
132,2018-08-24,291.1
132,2018-08-25,282.2
132,2018-08-26,267.3
132,2018-08-27,272
132,2018-08-28,277.7
132,2018-08-29,272.9
132,2018-08-30,276
132,2018-08-31,294.8
132,2018-09-01,303.9
132,2018-09-02,287.2
132,2018-09-03,281.3
132,2018-09-04,297.8
132,2018-09-05,294.9
132,2018-09-06,294.5
132,2018-09-07,303.6
132,2018-09-08,305.2
132,2018-09-09,301.9
132,2018-09-10,299.1
132,2018-09-11,294.9
132,2018-09-12,295.9
132,2018-09-13,280.2
132,2018-09-14,269
132,2018-09-15,-999
132,2018-09-16,-999
132,2018-09-17,285.8
132,2018-09-18,280.2
132,2018-09-19,276.4
132,2018-09-20,268.9
132,2018-09-21,292.8
132,2018-09-22,289.8
132,2018-09-23,298.5
132,2018-09-24,302.1
132,2018-09-25,312.3
132,2018-09-26,314.2
132,2018-09-27,298.5
132,2018-09-28,282.8
132,2018-09-29,283
132,2018-09-30,283.6
132,2018-10-01,292.1
132,2018-10-02,302.1
132,2018-10-03,303.5
132,2018-10-04,279.6
132,2018-10-05,-999
132,2018-10-06,262.7
132,2018-10-07,261
132,2018-10-08,275.4
132,2018-10-09,283.2
132,2018-10-10,285.3
132,2018-10-11,298
132,2018-10-12,299.9
132,2018-10-13,300.7
132,2018-10-14,287.6
132,2018-10-15,301.4
132,2018-10-16,294.4
132,2018-10-17,305.3
132,2018-10-18,322.1
132,2018-10-19,319.9
132,2018-10-20,301.2
132,2018-10-21,299.4
132,2018-10-22,293.1
132,2018-10-23,304
132,2018-10-24,293
132,2018-10-25,281.3
132,2018-10-26,280.1
132,2018-10-27,296
132,2018-10-28,309.8
132,2018-10-29,313.8
132,2018-10-30,317.7
132,2018-10-31,307.7
132,2018-11-01,293.1
132,2018-11-02,286
132,2018-11-03,275.5
132,2018-11-04,272
132,2018-11-05,274.3
132,2018-11-06,280.1
132,2018-11-07,294.1
132,2018-11-08,-999
132,2018-11-09,289.3
132,2018-11-10,298.5
132,2018-11-11,289.4
132,2018-11-12,293.3
132,2018-11-13,306.4
132,2018-11-14,279
132,2018-11-15,276.4
132,2018-11-16,286.4
132,2018-11-17,271.1
132,2018-11-18,278.6
132,2018-11-19,270.2
132,2018-11-20,277.6
132,2018-11-21,-999
132,2018-11-22,300.1
132,2018-11-23,324.2
132,2018-11-24,336.7
132,2018-11-25,299.6
132,2018-11-26,291.9
132,2018-11-27,276.7
132,2018-11-28,299.9
132,2018-11-29,297.8
132,2018-11-30,317.1
132,2018-12-01,283.8
132,2018-12-02,291
132,2018-12-03,-999
132,2018-12-04,292.3
132,2018-12-05,310.6
132,2018-12-06,303.1
132,2018-12-07,304.4
132,2018-12-08,300.7
132,2018-12-09,297.8
132,2018-12-10,280.9
132,2018-12-11,287.2
132,2018-12-12,301.3
132,2018-12-13,303
132,2018-12-14,319.4
132,2018-12-15,288.3
132,2018-12-16,305.1
132,2018-12-17,342.4
132,2018-12-18,336.7
132,2018-12-19,297.1
132,2018-12-20,282.9
132,2018-12-21,254.5
132,2018-12-22,256.6
132,2018-12-23,267.1
132,2018-12-24,297.4
132,2018-12-25,271.6
132,2018-12-26,265.4
132,2018-12-27,278.3
132,2018-12-28,247.3
132,2018-12-29,250.1
132,2018-12-30,276.8
132,2018-12-31,303.4
