지점,일시,평균 오존전량(DU)
132,2019-04-03,377.5
132,2019-04-04,393.3
132,2019-04-05,367
132,2019-04-06,351.7
132,2019-04-07,363.6
132,2019-04-08,376.6
132,2019-04-09,308.6
132,2019-04-10,316.2
132,2019-04-11,373.1
132,2019-04-12,353.4
132,2019-04-13,349
132,2019-04-14,374.7
132,2019-04-15,394.7
132,2019-04-16,363.2
132,2019-04-17,363.6
132,2019-04-18,335.4
132,2019-04-19,318.4
132,2019-04-20,296.3
132,2019-04-21,290.5
132,2019-04-22,-999
132,2019-04-23,298.9
132,2019-04-24,320.2
132,2019-04-25,297.5
132,2019-04-26,-999
132,2019-04-27,312.5
132,2019-04-28,318.7
132,2019-04-29,289.1
132,2019-04-30,293.1
132,2019-05-01,348.2
132,2019-05-02,374.2
132,2019-05-03,383.8
132,2019-05-04,334.7
132,2019-05-05,358.8
132,2019-05-06,395.3
132,2019-05-07,385.5
132,2019-05-08,330.5
132,2019-05-09,351.3
132,2019-05-10,337.3
132,2019-05-11,351.1
132,2019-05-12,364.6
132,2019-05-13,343.2
132,2019-05-14,372.9
132,2019-05-15,362.9
132,2019-05-16,368.1
132,2019-05-17,332.1
132,2019-05-18,325.4
132,2019-05-19,320.8
132,2019-05-20,352.6
132,2019-05-21,350.1
132,2019-05-22,350.6
132,2019-05-23,372
132,2019-05-24,348.4
132,2019-05-25,328.2
132,2019-05-26,320.8
132,2019-05-27,344.6
132,2019-05-28,-999
132,2019-05-29,320.1
132,2019-05-30,302.9
132,2019-05-31,324.5
132,2019-06-01,324
132,2019-06-02,322.5
132,2019-06-03,323.8
132,2019-06-04,350.6
132,2019-06-05,339
132,2019-06-06,315.6
132,2019-06-07,344.4
132,2019-06-08,343.2
132,2019-06-09,367.5
132,2019-06-10,384
132,2019-06-11,390.8
132,2019-06-12,362.5
132,2019-06-13,355.5
132,2019-06-14,374.9
132,2019-06-15,378.7
132,2019-06-16,326.2
132,2019-06-17,316.1
132,2019-06-18,334.3
132,2019-06-19,-999
132,2019-06-20,326.9
132,2019-06-21,341
132,2019-06-22,352.8
132,2019-06-23,372.7
132,2019-06-24,350.3
132,2019-06-25,342
132,2019-06-26,301.4
132,2019-06-27,269.5
132,2019-06-28,293.1
132,2019-06-29,292.6
132,2019-06-30,309.7
132,2019-07-01,311.9
132,2019-07-02,347.3
132,2019-07-03,340.5
132,2019-07-04,348.7
132,2019-07-05,343.1
132,2019-07-06,295.3
132,2019-07-07,344.5
132,2019-07-08,366.2
132,2019-07-09,318.3
132,2019-07-10,291.8
132,2019-07-11,317.7
132,2019-07-12,313.2
132,2019-07-13,313.1
132,2019-07-14,315.7
132,2019-07-15,352.4
132,2019-07-16,336.2
132,2019-07-17,-999
132,2019-07-18,328.4
132,2019-07-19,301.9
132,2019-07-20,273.1
132,2019-07-21,294.9
132,2019-07-22,297.2
132,2019-07-23,-999
132,2019-07-24,-999
132,2019-07-25,-999
132,2019-07-26,-999
132,2019-07-27,-999
132,2019-07-28,-999
132,2019-07-29,-999
132,2019-07-30,-999
132,2019-07-31,-999
132,2019-08-01,284.1
132,2019-08-02,286
132,2019-08-03,289.4
132,2019-08-04,285
132,2019-08-05,290.2
132,2019-08-06,288.2
132,2019-08-07,289.9
132,2019-08-08,279
132,2019-08-09,282.9
132,2019-08-10,271.7
132,2019-08-11,262.1
132,2019-08-12,268.9
132,2019-08-13,279.2
132,2019-08-14,274.9
132,2019-08-15,270.6
132,2019-08-16,287.5
132,2019-08-17,302.4
132,2019-08-18,302.9
132,2019-08-19,306.2
132,2019-08-20,294.5
132,2019-08-21,283.2
132,2019-08-22,286.4
132,2019-08-23,291.1
132,2019-08-24,295.2
132,2019-08-25,-999
132,2019-08-26,-999
132,2019-08-27,-999
132,2019-08-28,-999
132,2019-08-29,297.9
132,2019-08-30,301.4
132,2019-08-31,295.5
132,2019-09-01,290.8
132,2019-09-02,295.7
132,2019-09-03,286.6
132,2019-09-04,279.4
132,2019-09-05,275.8
132,2019-09-06,264
132,2019-09-07,-999
132,2019-09-08,-999
132,2019-09-09,-999
132,2019-09-10,-999
132,2019-09-11,290.3
132,2019-09-12,269.3
132,2019-09-13,274.1
132,2019-09-14,267.6
132,2019-09-15,280.5
132,2019-09-16,290.6
132,2019-09-17,286.2
132,2019-09-18,281.7
132,2019-09-19,280.4
132,2019-09-20,275.3
132,2019-09-21,-999
132,2019-09-22,-999
132,2019-09-23,-999
132,2019-09-24,-999
132,2019-09-25,-999
132,2019-09-26,290.9
132,2019-09-27,287.2
132,2019-09-28,-999
132,2019-09-29,-999
132,2019-09-30,287.5
132,2019-10-01,274.4
132,2019-10-02,-999
132,2019-10-03,-999
132,2019-10-04,-999
132,2019-10-05,279.8
132,2019-10-06,289.7
132,2019-10-07,-999
132,2019-10-08,302.8
132,2019-10-09,304.8
132,2019-10-10,284.5
132,2019-10-11,282.1
132,2019-10-12,274.2
132,2019-10-13,276.4
132,2019-10-14,277.8
132,2019-10-15,293.5
132,2019-10-16,294.8
132,2019-10-17,295.1
132,2019-10-18,292.8
132,2019-10-19,296
132,2019-10-20,292.2
132,2019-10-21,287.8
132,2019-10-22,295.4
132,2019-10-23,292.2
132,2019-10-24,307.2
132,2019-10-25,302.4
132,2019-10-26,303.1
132,2019-10-27,286.9
132,2019-10-28,-999
132,2019-10-29,284.8
132,2019-10-30,292.1
132,2019-10-31,291
132,2019-11-01,286.7
132,2019-11-02,293.1
132,2019-11-03,300
132,2019-11-04,301.9
132,2019-11-05,292.9
132,2019-11-06,271.3
132,2019-11-07,297.2
132,2019-11-08,315.6
132,2019-11-09,336.9
132,2019-11-10,320.7
132,2019-11-11,298.4
132,2019-11-12,277.3
132,2019-11-13,-999
132,2019-11-14,303.8
132,2019-11-15,305.1
132,2019-11-16,307.9
132,2019-11-17,-999
132,2019-11-18,271.2
132,2019-11-19,281.6
132,2019-11-20,-999
132,2019-11-21,-999
132,2019-11-22,307
132,2019-11-23,285.3
132,2019-11-24,261.1
132,2019-11-25,270.4
132,2019-11-26,276.1
132,2019-11-27,288.9
132,2019-11-28,-999
132,2019-11-29,-999
132,2019-11-30,278.7
132,2019-12-01,-999
132,2019-12-02,313.5
132,2019-12-03,-999
132,2019-12-04,287.9
132,2019-12-05,274.1
132,2019-12-06,277.7
132,2019-12-07,-999
132,2019-12-08,-999
132,2019-12-09,-999
132,2019-12-10,-999
132,2019-12-11,366
132,2019-12-12,-999
132,2019-12-13,-999
132,2019-12-14,341.1
132,2019-12-15,-999
132,2019-12-16,-999
132,2019-12-17,-999
132,2019-12-18,306.3
132,2019-12-19,304.6
132,2019-12-20,319.6
132,2019-12-21,-999
132,2019-12-22,355.9
132,2019-12-23,341.6
132,2019-12-24,335.2
132,2019-12-25,343.6
132,2019-12-26,-999
132,2019-12-27,-999
132,2019-12-28,316.7
132,2019-12-29,-999
132,2019-12-30,294.9
132,2019-12-31,-999
